Time,x,y,z
3.442,0.36843494207785177,0.0,0.5231597965333268,0,0,0,1
3.442,0.36843494207785177,0.0,0.5231597965333268,0,0,0,1
3.452,0.36857035468136734,0.0,0.5228294931246052,0,0,0,1
3.462,0.3687074792388311,0.0,0.5224992796172515,0,0,0,1
3.472,0.3688463144673801,0.0,0.5221691620755988,0,0,0,1
3.482,0.3689868590583402,0.0,0.5218391465606212,0,0,0,1
3.492,0.36912911167724427,0.0,0.5215092391298336,0,0,0,1
3.502,0.3692730709638492,0.0,0.5211794458371912,0,0,0,1
3.512,0.36941873553215454,0.0,0.5208497727329899,0,0,0,1
3.5220000000000002,0.3695661039704205,0.0,0.5205202258637668,0,0,0,1
3.532,0.3697151748411874,0.0,0.5201908112721991,0,0,0,1
3.542,0.3698659466812944,0.0,0.519861534997006,0,0,0,1
3.552,0.37001841800189983,0.0,0.5195324030728479,0,0,0,1
3.5620000000000003,0.37017258728850067,0.0,0.5192034215302265,0,0,0,1
3.572,0.3703284530009538,0.0,0.5188745963953865,0,0,0,1
3.582,0.37048601357349625,0.0,0.5185459336902151,0,0,0,1
3.592,0.3706452674147671,0.0,0.518217439432143,0,0,0,1
3.602,0.3708062129078287,0.0,0.5178891196340453,0,0,0,1
3.612,0.37096884841018946,0.0,0.5175609803041413,0,0,0,1
3.622,0.37113317225382564,0.0,0.5172330274458967,0,0,0,1
3.632,0.3712991827452049,0.0,0.5169052670579237,0,0,0,1
3.642,0.37146687816530954,0.0,0.5165777051338821,0,0,0,1
3.652,0.3716362567696599,0.0,0.5162503476623803,0,0,0,1
3.662,0.37180731678833895,0.0,0.5159232006268771,0,0,0,1
3.672,0.3719800564260167,0.0,0.5155962700055824,0,0,0,1
3.682,0.3721544738619751,0.0,0.5152695617713584,0,0,0,1
3.692,0.3723305672501333,0.0,0.5149430818916221,0,0,0,1
3.702,0.37250833471907374,0.0,0.5146168363282455,0,0,0,1
3.7119999999999997,0.37268777437206807,0.0,0.5142908310374582,0,0,0,1
3.722,0.37286888428710363,0.0,0.513965071969749,0,0,0,1
3.732,0.3730516625169107,0.0,0.5136395650697673,0,0,0,1
3.742,0.3732361070889895,0.0,0.5133143162762259,0,0,0,1
3.752,0.3734222160056383,0.0,0.5129893315218019,0,0,0,1
3.762,0.37360998724398126,0.0,0.51266461673304,0,0,0,1
