Time,X,Y,Z
0.0,0.5,0.0,0.45000000000000007
2233.561,0.6221160393851224,0.0,0.5059887578260833
2233.561,0.6221160393851224,0.0,0.5059887578260833
2233.571,0.6223378503801323,0.0,0.5063065337470666
2233.581,0.6225580467290689,0.0,0.506624701223306
2233.591,0.6227766258930033,0.0,0.5069432544775944
2233.601,0.6229935853575502,0.0,0.5072621877246483
2233.611,0.6232089226328299,0.0,0.5075814951710944
2233.621,0.6234226352535653,0.0,0.5079011710156567
2233.631,0.6236347207790444,0.0,0.5082212094491417
2233.641,0.6238451767932405,0.0,0.5085416046546628
2233.651,0.6240540009047744,0.0,0.5088623508076259
2233.661,0.6242611907470084,0.0,0.5091834420759168
2233.671,0.6244667439780096,0.0,0.5095048726198881
2233.681,0.6246706582806715,0.0,0.5098266365925923
2233.691,0.6248729313626535,0.0,0.5101487281397317
2233.701,0.6250735609565015,0.0,0.5104711413998922
2233.711,0.6252725448196095,0.0,0.5107938705045305
2233.721,0.625469880734311,0.0,0.5111169095781618
2233.731,0.6256655665078461,0.0,0.5114402527383562
2233.741,0.6258595999724454,0.0,0.5117638940959179
2233.751,0.6260519789853589,0.0,0.5120878277549832
2233.761,0.6262427014288328,0.0,0.5124120478130242
2233.771,0.6264317652102203,0.0,0.5127365483610857
2233.781,0.6266191682619253,0.0,0.5130613234837345
2233.791,0.6268049085415126,0.0,0.513386367259295
2233.801,0.6269889840316715,0.0,0.5137116737598371
2233.811,0.6271713927402981,0.0,0.514037237051365
2233.821,0.6273521327004604,0.0,0.5143630511938052
2233.831,0.6275312019704988,0.0,0.5146891102412335
2233.841,0.6277085986339911,0.0,0.5150154082418623
2233.851,0.6278843207998301,0.0,0.5153419392382308
2233.861,0.6280583666021906,0.0,0.5156686972671924
2233.871,0.6282307342006299,0.0,0.5159956763601525
2233.881,0.628401421780034,0.0,0.5163228705430182
2233.891,0.6285704275507165,0.0,0.5166502738364355
2233.901,0.6287377497483856,0.0,0.5169778802557777
2233.911,0.6289033866342162,0.0,0.5173056838113361
2233.921,0.6290673364948168,0.0,0.5176336785083081
2233.931,0.62922959764232,0.0,0.5179618583470251
2233.941,0.6293901684143486,0.0,0.518290217322941
2233.951,0.6295490471740852,0.0,0.5186187494268241
2233.961,0.62970623231024,0.0,0.5189474486447438
2233.971,0.6298617222371404,0.0,0.519276308958311
2233.981,0.6300155153946856,0.0,0.519605324344636
2233.991,0.6301676102484124,0.0,0.5199344887765226
2234.001,0.6303180052895154,0.0,0.5202637962225664
2234.011,0.630466699034825,0.0,0.5205932406471618
2234.021,0.6306136900268866,0.0,0.5209228160107323
2234.031,0.6307589768339298,0.0,0.5212525162697177
2234.041,0.6309025580499295,0.0,0.5215823353767677
2234.051,0.6310444322945745,0.0,0.5219122672807293
2234.061,0.6311845982133487,0.0,0.522242305926887
2234.071,0.6313230544774828,0.0,0.5225724452569139
2234.081,0.631459799784033,0.0,0.5229026792091107
2234.091,0.6315948328558498,0.0,0.5232330017183945
2234.101,0.6317281524416347,0.0,0.5235634067164923
2234.111,0.63185975731591,0.0,0.5238938881319287
2234.121,0.631989646279088,0.0,0.5242244398902579
2234.131,0.6321178181574416,0.0,0.5245550559140506
2234.141,0.6322442718031562,0.0,0.5248857301230894
2234.151,0.6323690060943011,0.0,0.5252164564343552
2234.161,0.6324920199348977,0.0,0.52554722876227
2234.171,0.6326133122548762,0.0,0.525878041018646
2234.181,0.6327328820101425,0.0,0.5262088871129277
2234.191,0.6328507281825495,0.0,0.52653976095218
2234.201,0.6329668497799428,0.0,0.5268706564412818
2234.211,0.6330812458361345,0.0,0.5272015674829156
2234.221,0.6331939154109606,0.0,0.527532487977798
2234.231,0.6333048575902592,0.0,0.5278634118246881
2234.241,0.6334140714858831,0.0,0.5281943329204875
2234.251,0.6335215562357407,0.0,0.5285252451604351
2234.261,0.6336273110037601,0.0,0.5288561424380677
2234.271,0.6337313349799454,0.0,0.5291870186454612
2234.281,0.6338336273803488,0.0,0.5295178676732195
2234.291,0.6339341874471098,0.0,0.5298486834106686
2234.301,0.6340330144484296,0.0,0.5301794597458457
2234.311,0.6341301076786187,0.0,0.5305101905657316
2234.321,0.6342254664580704,0.0,0.5308408697562388
2234.331,0.6343190901332965,0.0,0.5311714912024066
2234.341,0.6344109780769019,0.0,0.5315020487883898
2234.351,0.6345011296876308,0.0,0.5318325363977005
2234.361,0.6345895443903307,0.0,0.532162947913159
2234.371,0.6346762216359969,0.0,0.532493277217136
2234.381,0.6347611609017485,0.0,0.5328235181915413
2234.391,0.6348443616908559,0.0,0.5331536647180183
2234.401,0.6349258235327182,0.0,0.533483710677933
2234.411,0.6350055459828997,0.0,0.5338136499526067
2234.421,0.635083528623106,0.0,0.5341434764233045
2234.431,0.6351597710612091,0.0,0.5344731839714305
2234.441,0.635234272931225,0.0,0.5348027664785162
2234.451,0.6353070338933473,0.0,0.535132217826463
2234.461,0.6353780536339169,0.0,0.5354615318974927
2234.471,0.6354473318654528,0.0,0.5357907025743899
2234.481,0.6355148683266346,0.0,0.5361197237405098
2234.491,0.6355806627823025,0.0,0.5364485892798785
2234.501,0.6356447150234755,0.0,0.5367772930773798
2234.511,0.6357070248673303,0.0,0.5371058290187523
2234.521,0.6357675921572192,0.0,0.5374341909907848
2234.531,0.6358264167626481,0.0,0.5377623728813058
2234.541,0.6358834985793009,0.0,0.5380903685794238
2234.551,0.6359388375290116,0.0,0.53841817197548
2234.561,0.6359924335597856,0.0,0.538745776961289
2234.571,0.6360442866457796,0.0,0.5390731774301282
2234.581,0.636094396787312,0.0,0.5394003672769321
2234.591,0.6361427640108441,0.0,0.5397273403982823
2234.601,0.636189388368995,0.0,0.5400540906926379
2234.611,0.6362342699405209,0.0,0.5403806120603256
2234.621,0.6362774088303245,0.0,0.5407068984037338
2234.631,0.6363188051694338,0.0,0.5410329436273018
2234.641,0.6363584591150165,0.0,0.5413587416377604
2234.651,0.6363963708503536,0.0,0.5416842863440845
2234.661,0.6364325405848519,0.0,0.5420095716577328
2234.671,0.6364669685540232,0.0,0.5423345914926379
2234.681,0.6364996550194872,0.0,0.5426593397653994
2234.691,0.6365306002689546,0.0,0.5429838103952741
2234.701,0.6365598046162293,0.0,0.5433079973044064
2234.711,0.636587268401192,0.0,0.5436318944178176
2234.721,0.6366129919897981,0.0,0.5439554956635996
2234.731,0.6366369757740619,0.0,0.5442787949729228
2234.741,0.6366592201720505,0.0,0.5446017862801836
2234.751,0.6366797256278772,0.0,0.5449244635231504
2234.761,0.6366984926116851,0.0,0.5452468206429725
2234.771,0.6367155216196416,0.0,0.5455688515843719
2234.781,0.6367308131739216,0.0,0.5458905502956348
2234.791,0.6367443678227025,0.0,0.5462119107288398
2234.801,0.6367561861401466,0.0,0.5465329268398477
2234.811,0.6367662687263935,0.0,0.5468535925884941
2234.821,0.6367746162075423,0.0,0.5471739019385801
2234.831,0.6367812292356435,0.0,0.5474938488581087
2234.841,0.6367861084886814,0.0,0.54781342731924
2234.851,0.636789254670563,0.0,0.5481326312985269
2234.861,0.6367906685111017,0.0,0.5484514547769066
2234.871,0.6367903507660032,0.0,0.5487698917398913
2234.881,0.6367883022168507,0.0,0.5490879361775589
2234.891,0.6367845236710883,0.0,0.5494055820847803
2234.901,0.6367790159620061,0.0,0.5497228234612097
2234.911,0.6367717799487227,0.0,0.5500396543114754
2234.921,0.6367628165161697,0.0,0.5503560686451708
2234.931,0.6367521265750723,0.0,0.5506720604770893
2234.941,0.6367397110619352,0.0,0.5509876238271789
2234.951,0.6367255709390198,0.0,0.5513027527207781
2234.961,0.6367097071943306,0.0,0.5516174411886058
2234.971,0.6366921208415918,0.0,0.5519316832669509
2234.981,0.6366728129202328,0.0,0.552245472997673
2234.991,0.636651784495365,0.0,0.5525588044283819
2235.001,0.6366290366577606,0.0,0.5528716716125361
2235.011,0.6366045705238393,0.0,0.5531840686094537
