Time,x,y,z,q_x,q_y,q_z,q_w
0.434,0.30695573876588206,-5.7236248873319846e-05,0.48694944862357403,0.9999999670016316,-8.556901555821099e-05,0.0002422249829312213,-1.3178666114836438e-06
0.467,0.3069584430451148,-5.733013139969929e-05,0.48695327100335173,0.9999999671938294,-8.66205690572146e-05,0.0002410339892463823,-3.439935618224182e-06
0.5,0.30695701663987723,-6.484080104328091e-05,0.48695345197978457,0.9999999651927385,-9.999088811859228e-05,0.0002441537119339583,-2.3040965743973967e-06
0.534,0.3069554016802379,-5.703978454801588e-05,0.48695637226902994,0.9999999661402523,-8.74677415605291e-05,0.0002449994447449985,-6.645342008381558e-06
0.567,0.30695320415492744,-7.214101449437642e-05,0.4869536865925878,0.9999999643593473,-0.00010409608110886534,0.0002455568326065334,-1.213061972861547e-05
0.6,0.30695348414210344,-5.5462818562894264e-05,0.48695459190865487,0.9999999681201724,-7.961189310395407e-05,0.00023960128111867842,-3.581435396047213e-06
0.634,0.30695440207497615,-6.067898685619329e-05,0.48695082343592405,0.9999999673969244,-8.805979461976826e-05,0.00023969054991977286,-2.504854562276245e-07
0.667,0.3069558164055433,-5.83509374942146e-05,0.4869500668409056,0.9999999667109327,-8.685570387859793e-05,0.00024295508753231662,-2.65433597786715e-06
0.7,0.3069583072457861,-5.846060905908917e-05,0.4869542843257461,0.9999999666644841,-8.787246063123812e-05,0.00024274895136175743,-4.733728353615306e-06
0.734,0.30695684756656916,-6.586862706283585e-05,0.48695392403364574,0.9999999648440219,-0.00010102254599022005,0.0002451396388743448,-3.5996985210921246e-06
0.767,0.3069553395492999,-5.817162363820684e-05,0.4869561567121646,0.9999999660675251,-8.879392128910635e-05,0.0002447846191072406,-7.815272663229142e-06
0.8,0.30695325808946555,-6.496908465357921e-05,0.4869532173756052,0.9999999653956944,-9.629350030796282e-05,0.000244778660701271,-4.424796550864644e-06
0.834,0.30695356436829796,-5.6484798412938184e-05,0.4869543264452951,0.9999999681488709,-8.076632677446383e-05,0.00023907583127310677,-4.669529578112428e-06
0.867,0.30695443799324496,-6.15032666855497e-05,0.4869508871926944,0.9999999673119631,-8.893948733588937e-05,0.00023971832507612052,-9.823740851414897e-07
0.9,0.30695580126747485,-5.848508004959518e-05,0.4869502748009652,0.999999966617383,-8.696277090702323e-05,0.00024329868262938517,-2.9087207532283745e-06
0.934,0.3069582699596159,-5.820448485326986e-05,0.48695442517105303,0.999999966621796,-8.762846622526531e-05,0.00024301879245724236,-4.418738203755826e-06
0.967,0.306956826986326,-6.545365664156626e-05,0.4869539136054223,0.9999999648891139,-0.00010053500568331731,0.0002451605567045594,-3.2840584365386194e-06
1.0,0.3069553432573317,-5.7535835754956584e-05,0.4869560629414349,0.9999999661672201,-8.811981815988214e-05,0.0002446392248714788,-7.218450921757645e-06
1.034,0.3069532733030749,-6.530320829451161e-05,0.48695314630345127,0.9999999653959424,-9.660017545201345e-05,0.00024464732244518374,-4.920098049140467e-06
1.067,0.3069535745945232,-5.676117251482464e-05,0.4869543235758428,0.9999999681259696,-8.109945893887352e-05,0.00023905413842671586,-4.9047319376117144e-06
1.1,0.30695443706269726,-6.182394782179663e-05,0.48695092731309486,0.9999999672681907,-8.926292476591295e-05,0.0002397793602076928,-1.2673847798784198e-06
1.134,0.30695579433990106,-5.843629882615369e-05,0.4869503098861948,0.9999999666040872,-8.694149194430099e-05,0.0002433624106281816,-2.7818797996665447e-06
1.167,0.30695579433990106,-5.843629882615369e-05,0.4869503098861948,0.9999999666040872,-8.694149194430099e-05,0.0002433624106281816,-2.7818797996665447e-06
1.2,0.3069582647892887,-5.797937294357938e-05,0.48695443032821756,0.9999999666375377,-8.741645955414034e-05,0.0002430352290239922,-4.142930491811113e-06
1.234,0.30695682692220305,-6.521534419504919e-05,0.48695389696018376,0.9999999649253027,-0.00010023918021973386,0.00024513606787710077,-3.1318498821783713e-06
1.267,0.30695534630177423,-5.726918994977758e-05,0.48695604601718967,0.9999999661999492,-8.785396477535423e-05,0.00024460880631660696,-6.950762762701622e-06
1.3,0.3069532758193461,-6.546819938181412e-05,0.48695314231537745,0.9999999653843202,-9.673247103271593e-05,0.00024463702333472556,-5.187885579465719e-06
1.334,0.3069535748608808,-5.692284020826069e-05,0.4869543304849861,0.9999999681056033,-8.131601751064892e-05,0.0002390638812590132,-4.995826250948702e-06
1.367,0.30695443566327946,-6.202491995785043e-05,0.486950935528191,0.9999999672466525,-8.946199552731929e-05,0.00023979397235637928,-1.4478491183829438e-06
1.4,0.3069557929895283,-5.842390130130924e-05,0.4869503126736117,0.9999999666014344,-8.695617750684401e-05,0.00024336887175353448,-2.710336976806942e-06
1.434,0.3069582644724546,-5.7851420793327e-05,0.48695442778370146,0.9999999666487353,-8.730498140402253e-05,0.00024303198643502768,-3.9777632968585705e-06
1.467,0.3069568274487105,-6.505077529723861e-05,0.48695389320663396,0.9999999649491401,-0.00010001941431968879,0.0002451295309509947,-3.0575414735856305e-06
1.5,0.3069553469236152,-5.7116214618417466e-05,0.486956044428559,0.9999999662147411,-8.77074754256273e-05,0.0002446052713119256,-6.795330451293219e-06
1.534,0.3069532759649957,-6.553794010886264e-05,0.48695314326983674,0.9999999653803546,-9.676199956171876e-05,0.00024463810691466976,-5.348022729957211e-06
1.567,0.3069535746156725,-5.703597832389217e-05,0.4869543322834964,0.9999999680912771,-8.148066960040595e-05,0.00023906696951692957,-5.032822320076897e-06
1.6,0.30695443529192024,-6.216183725214144e-05,0.4869509364830637,0.9999999672339185,-8.959656163391966e-05,0.00023979606257435641,-1.5704481226967948e-06
1.634,0.3069557928127763,-5.843816368541473e-05,0.48695031246351717,0.9999999665977617,-8.69996600928352e-05,0.00024336887804031804,-2.669090020818382e-06
1.667,0.30695826452875546,-5.777977563009464e-05,0.4869544270926154,0.9999999666539834,-8.725273185509965e-05,0.00024303087458705234,-3.871286395964933e-06
1.7,0.3069568275687491,-6.492240604204738e-05,0.48695389276979567,0.9999999649676764,-9.983735959623491e-05,0.00024512860258734466,-3.0192352883597314e-06
1.734,0.3069553469945606,-5.701778922450538e-05,0.4869560445066799,0.9999999662233816,-8.761689689783262e-05,0.0002446052084093553,-6.693795352894524e-06
1.767,0.3069532758978692,-6.555599809202433e-05,0.48695314359379127,0.9999999653821721,-9.673621693034161e-05,0.0002446386182673167,-5.450237475420713e-06
1.8,0.30695357452695576,-5.7127863379615235e-05,0.48695433255273024,0.9999999680795425,-8.16220414660082e-05,0.00023906751935888677,-5.047527530722767e-06
1.834,0.3069544351934575,-6.226026759144839e-05,0.48695093651983246,0.9999999672250808,-8.969294587596744e-05,0.00023979629347434502,-1.658461019650709e-06
1.867,0.3069557927736138,-5.846623901561452e-05,0.4869503123920411,0.9999999665927756,-8.705781975404797e-05,0.0002433688430340252,-2.6438825840791215e-06
1.9,0.3069582645470337,-5.773958108753812e-05,0.4869544270616061,0.9999999666559901,-8.723308631036274e-05,0.00024303083520600563,-3.7974405734312486e-06
1.9340000000000002,0.3069568275720048,-6.481349669390109e-05,0.4869538927851447,0.9999999649838582,-9.967585383995934e-05,0.0002451285643047649,-2.9989711265190818e-06
1.967,0.30695534699957056,-5.695057625177777e-05,0.4869560445745359,0.9999999662290134,-8.755779948161076e-05,0.0002446052842728077,-6.622579361970753e-06
2.0,0.30695327584881393,-6.554529192504987e-05,0.48695314362162195,0.9999999653871849,-9.668038479962576e-05,0.00024463865269027535,-5.519205529344625e-06
